snp,p_emp,mean_abs_shap,stdev_abs_shap,mean_shap
SNP4270,0.5050847457627119,8.992761895569856e-06,5.6891590074479616e-06,-9.398111918320258e-14
SNP4648,0.5050847457627119,1.4756287018826697e-05,6.979928621229611e-06,0.0
SNP681,0.5050847457627119,1.6256813923973824e-05,7.976093527882494e-06,6.669627813001474e-14
SNP5879,0.5050847457627119,2.08488808493712e-05,1.1995262821046115e-05,-6.063298011819522e-14
SNP4453,0.5050847457627119,1.872393790714947e-05,1.0585082906785498e-05,-3.092281986027956e-13
SNP860,0.5050847457627119,1.7965294864552563e-05,8.166917982732378e-06,-1.697723443309466e-13
SNP52,0.5050847457627119,1.798152626179217e-05,1.1403778439030826e-05,-3.243864436323444e-13
SNP10491,0.5050847457627119,1.898017907327206e-05,1.783467857885123e-05,1.3187673175707459e-13
SNP11154,0.5050847457627119,1.8221611339678625e-05,1.842971962808234e-05,-4.6801081528731934e-14
SNP2760,0.5050847457627119,1.810621868268451e-05,1.790500125136367e-05,5.153803310046593e-14
SNP4865,0.5067796610169492,2.0771708829367223e-05,1.1454803716219174e-05,9.701276818911235e-14
SNP5426,0.5067796610169492,8.086799768231383e-06,1.0016932917968023e-05,-1.0004441719502211e-13
SNP14687,0.5067796610169492,1.7935457617568317e-05,1.4919532862507003e-05,-3.5167128468553224e-13
SNP14960,0.5067796610169492,1.886969237602898e-05,9.870577993825838e-06,-6.063298011819522e-15
SNP11760,0.5067796610169492,1.5619663402806814e-05,7.752909928189787e-06,2.3040532444914184e-13
SNP11516,0.5067796610169492,1.8719249953088973e-05,8.279203674708141e-06,-9.701276818911235e-14
SNP9615,0.5067796610169492,2.039722868479051e-05,9.607788885532812e-06,-4.244308608273665e-14
SNP2610,0.5067796610169492,1.6311551626131404e-05,8.86302838842055e-06,-2.5465851649641993e-13
SNP9929,0.5067796610169492,1.8320908572301658e-05,1.3562114612890974e-05,-6.669627813001474e-14
SNP179,0.5067796610169492,1.560862134889855e-05,1.3579502852936114e-05,1.2126596023639043e-13
SNP1237,0.5067796610169492,6.16135098880477e-06,7.6407725174286e-06,-6.214880462115009e-14
SNP4798,0.5067796610169492,1.2377489686817475e-05,7.632242031953508e-06,-6.063298011819522e-15
SNP11068,0.5067796610169492,1.8075099758334547e-05,1.9652081040722802e-05,1.5537201155287524e-13
SNP3238,0.5067796610169492,1.7033212802743947e-05,1.3171995386055417e-05,3.7440865222985547e-13
SNP1788,0.5067796610169492,1.9936706800460038e-05,8.286599987988895e-06,4.729372449219227e-13
SNP4586,0.5067796610169492,2.046694007579693e-05,1.4957969960869454e-05,6.654469567971925e-13
SNP6093,0.5067796610169492,1.6908219161753854e-05,1.0002637739080739e-05,3.880510727564494e-13
SNP13271,0.5067796610169492,1.6671718628155457e-05,8.48369263582069e-06,-7.882287415365378e-14
SNP2775,0.5067796610169492,1.8570913449972675e-05,1.376078954557894e-05,4.577789998923738e-13
SNP5804,0.5067796610169492,1.7687897337358057e-05,7.987710994150744e-06,3.031649005909761e-14
SNP10652,0.5067796610169492,1.9196118616188564e-05,8.499438479328087e-06,3.1529149661461513e-13
SNP8807,0.5067796610169492,1.979617874288427e-05,9.900477589070894e-06,-1.0307606620093186e-13
SNP3425,0.5067796610169492,7.041657927402411e-06,8.311707942705313e-06,5.153803310046593e-14
SNP11006,0.5067796610169492,2.060959835337902e-05,1.2698122844471413e-05,-1.8796223836640517e-13
SNP6878,0.5067796610169492,1.7592103152613465e-05,8.160442797868316e-06,4.8506384094556176e-14
SNP9521,0.5067796610169492,2.0616332003555728e-05,9.415872340129594e-06,2.3040532444914184e-13
SNP67,0.5067796610169492,2.023110951995477e-05,8.917855740523038e-06,2.4253192047278086e-13
SNP5988,0.5067796610169492,1.8720771483155355e-05,9.854596582262308e-06,-1.2732925824820997e-13
SNP12849,0.5067796610169492,2.1475392962505187e-05,1.1089128202935232e-05,-3.092281986027956e-13
SNP3439,0.5067796610169492,1.600369782560544e-05,1.2058249433686009e-05,2.1221543041368326e-13
SNP8325,0.5067796610169492,1.5667466753560197e-05,1.0550819454898156e-05,2.7284841053187846e-13
SNP522,0.5067796610169492,1.691411061377342e-05,7.619665124688889e-06,-4.1230426480372745e-13
SNP10682,0.5067796610169492,2.130232925992459e-05,1.6667816832099882e-05,2.4253192047278086e-13
SNP2641,0.5084745762711864,2.1673493338312256e-05,1.0986152985778708e-05,-3.031649005909761e-14
SNP8442,0.5084745762711864,1.872535278380383e-05,9.580863470633529e-06,0.0
SNP7707,0.5084745762711864,1.842475799094245e-05,1.334990225593847e-05,2.395002714668711e-13
SNP2828,0.5084745762711864,1.87524464611973e-05,1.0901413915789387e-05,0.0
SNP11364,0.5084745762711864,1.7521732793284173e-05,1.5650342373491744e-05,-8.337034766251842e-14
SNP11966,0.5084745762711864,1.741500268508389e-05,1.5960987364619504e-05,1.4855080128957828e-13
SNP13522,0.5084745762711864,2.0848323459479918e-05,1.5103222946032183e-05,-2.0312048339595397e-13
SNP14037,0.5084745762711864,2.0094470907376188e-05,1.555164948710106e-05,4.4565240386873483e-13
SNP14030,0.5084745762711864,1.8567928248861182e-05,1.1062772629735784e-05,-2.9103830456733704e-13
SNP4726,0.5084745762711864,1.961571027398653e-05,1.2868770618581386e-05,1.5764574830730757e-13
SNP2377,0.5084745762711864,1.0672318106420183e-05,7.741704510615779e-06,8.48861721654733e-14
SNP9152,0.5084745762711864,1.972324029338779e-05,9.165329084462291e-06,-8.48861721654733e-14
SNP5663,0.5084745762711864,2.085752061360561e-05,1.8704481631922762e-05,-1.0801433821446456e-13
SNP7333,0.5084745762711864,1.7926993250133214e-05,1.7157262925677065e-05,3.5508188981718075e-13
SNP13059,0.5084745762711864,1.9285417559634272e-05,1.0319193155751577e-05,7.275957614183426e-14
SNP12697,0.5084745762711864,1.9296409366991914e-05,1.3486394254372048e-05,-5.517601190755765e-13
SNP6807,0.5084745762711864,1.8080076267021164e-05,7.82567262026198e-06,-2.4859521848460037e-13
SNP4056,0.5084745762711864,1.7888861081398014e-05,8.708896845697547e-06,-2.3646862246096135e-13
SNP8195,0.5084745762711864,1.8567540782896684e-05,1.4196484568355909e-05,1.0004441719502211e-13
SNP3878,0.5084745762711864,1.9042874597895813e-05,9.169932107660328e-06,5.153803310046593e-13
SNP13121,0.5084745762711864,9.865859850227328e-06,1.1290572679341872e-05,2.1524707941959301e-13
SNP2342,0.5084745762711864,1.937341292432393e-05,8.447644255020769e-06,1.8189894035458565e-14
SNP1366,0.5084745762711864,1.6257815035108553e-05,6.5698891357413745e-06,1.3945585427184899e-13
SNP949,0.5084745762711864,1.8200213759579734e-05,1.4430246591573074e-05,2.5162686749051015e-13
SNP6127,0.5084745762711864,1.0814800901547036e-05,6.616709204244175e-06,-1.6067739731321732e-13
SNP10234,0.5084745762711864,2.2452515998641806e-05,1.1952753707330865e-05,-8.48861721654733e-14
SNP11795,0.5084745762711864,2.1513254499344232e-05,1.1571254772580294e-05,5.456968210637569e-14
SNP8951,0.5101694915254237,1.7961927793142724e-05,1.4235612659630549e-05,2.296474121976644e-13
SNP13758,0.5101694915254237,2.0837478696194013e-05,9.710097570190014e-06,3.637978807091713e-14
SNP10999,0.5101694915254237,1.6850438732944895e-05,9.593863573098855e-06,-6.063298011819522e-14
SNP14391,0.5101694915254237,1.6059811938854787e-05,7.071066174721261e-06,3.031649005909761e-14
SNP1268,0.5101694915254237,2.0866973288017712e-05,1.1247485576532135e-05,-3.4560798667371273e-13
SNP1723,0.5101694915254237,6.4220888619577936e-06,7.805942180379008e-06,-7.579122514774402e-15
SNP697,0.5101694915254237,2.177597879684375e-05,8.12952887497696e-06,-1.2126596023639043e-13
SNP14145,0.5101694915254237,1.805703843047013e-05,1.574692735725763e-05,7.374486206875493e-13
SNP7623,0.5101694915254237,1.8891870273970803e-05,1.0866664873576824e-05,1.0004441719502211e-13
SNP6005,0.5101694915254237,1.826223738438178e-05,6.6419804681413156e-06,3.031649005909761e-14
SNP3114,0.5101694915254237,2.251037277346768e-05,1.583738111939105e-05,1.9099388737231492e-13
SNP5567,0.5101694915254237,1.421939456728675e-05,7.2128070515620945e-06,-6.063298011819522e-14
SNP296,0.5101694915254237,1.7634298844010723e-05,8.362131840604412e-06,3.637978807091713e-14
SNP12916,0.5101694915254237,1.8684874767131987e-05,1.8377892850062375e-05,-7.245641124124328e-13
SNP11365,0.5101694915254237,4.546285949800221e-06,8.315598510833387e-06,-2.2737367544323207e-14
SNP8671,0.5101694915254237,1.7811904802632245e-05,1.3977383105540503e-05,3.54702933691442e-13
SNP12718,0.5101694915254237,1.6492370312638136e-05,1.2269327775756594e-05,1.0156024169797698e-13
SNP23,0.5101694915254237,1.7642185454557572e-05,7.680898170858796e-06,-1.8189894035458565e-14
SNP13971,0.5101694915254237,1.857929063893001e-05,1.0279270505271134e-05,-3.7592447673281034e-13
SNP10308,0.5101694915254237,2.0920217345216467e-05,1.0201061600445469e-05,4.244308608273665e-13
SNP4950,0.5101694915254237,7.593670904194975e-06,7.92539932787833e-06,-9.094947017729283e-15
SNP11949,0.5101694915254237,2.031817933432952e-05,1.124054854283241e-05,3.031649005909761e-14
SNP8142,0.5101694915254237,1.8496844537973328e-05,1.0475177949722952e-05,3.031649005909761e-14
SNP9971,0.5101694915254237,1.9918611275594837e-05,8.963821062028668e-06,-3.2741809263825415e-13
SNP10304,0.5101694915254237,1.0746905518317362e-05,1.074639386878598e-05,-2.7284841053187846e-13
SNP2519,0.511864406779661,8.923264625385248e-06,6.062198008797883e-06,-7.275957614183426e-14
SNP5090,0.511864406779661,1.521841330031748e-05,8.944295355916002e-06,-2.4859521848460037e-13
SNP6773,0.511864406779661,2.0080276062799384e-05,8.651877277602632e-06,-1.5158245029548803e-13
SNP6873,0.511864406779661,1.792138255041209e-05,7.986073551139044e-06,-3.031649005909761e-14
SNP11865,0.511864406779661,1.4865315897623077e-05,9.064425325939148e-06,-2.1827872842550277e-13
SNP7737,0.511864406779661,2.081637048831908e-05,8.662556187411923e-06,2.7891170854369797e-13
SNP14484,0.511864406779661,1.2681086942999779e-05,7.404764502712475e-06,2.5465851649641993e-13
SNP14065,0.511864406779661,1.0735562864283565e-05,7.69051133173205e-06,1.5764574830730757e-13
SNP1411,0.511864406779661,1.940483701218909e-05,1.3586024118872044e-05,-4.759688939278324e-13
SNP5773,0.511864406779661,9.31957914265998e-06,9.052806765392124e-06,-1.8189894035458565e-14
SNP2710,0.511864406779661,2.085710279061459e-05,9.859566659248543e-06,9.701276818911235e-14
SNP11561,0.511864406779661,1.8232667674359012e-05,1.5070649214554936e-05,5.153803310046593e-13
SNP6451,0.511864406779661,2.152314028838494e-05,9.215185354401485e-06,2.4253192047278088e-14
SNP10279,0.511864406779661,7.128669952483809e-06,8.658997294556685e-06,6.366462912410498e-14
SNP13966,0.511864406779661,1.7317516540060752e-05,8.814585290016496e-06,7.275957614183426e-14
SNP7525,0.511864406779661,2.060426388804141e-05,8.251406100113157e-06,-5.517601190755765e-13
SNP10755,0.511864406779661,1.965018250302819e-05,1.6149996777445195e-05,1.0610771520684163e-13
SNP6285,0.511864406779661,1.922355742256817e-05,9.336640974688436e-06,-9.094947017729283e-14
SNP12413,0.511864406779661,1.9760098536304818e-05,1.0862425991807606e-05,-2.6678511252005895e-13
SNP13010,0.511864406779661,1.7570042080781906e-05,1.4977631395773065e-05,9.246529468024771e-14
SNP12206,0.511864406779661,1.72009356720082e-05,7.3552787229121615e-06,-3.031649005909761e-14
SNP3362,0.511864406779661,2.0320892266075436e-05,5.1425139743066365e-06,1.940255363782247e-13
SNP9343,0.511864406779661,1.871759242931148e-05,9.61158758961488e-06,-1.5764574830730757e-13
SNP14021,0.511864406779661,1.9939923351254644e-05,1.5109488981895177e-05,8.033869865660866e-14
SNP1092,0.511864406779661,2.0105083658563673e-05,1.3564823891598953e-05,-6.063298011819522e-15
SNP507,0.511864406779661,7.979025128103482e-06,7.4890573424556364e-06,4.8506384094556176e-14
SNP332,0.5135593220338983,1.9902869183473134e-05,1.0462011535162374e-05,1.2126596023639044e-14
SNP11026,0.5135593220338983,2.2759799503546673e-05,9.358860411836353e-06,-2.5465851649641993e-13
SNP6008,0.5135593220338983,1.9305097612232203e-05,8.39017490078872e-06,-1.8796223836640517e-13
SNP2913,0.5135593220338983,1.870239487042606e-05,1.992483192383516e-05,3.02596466402368e-13
SNP7607,0.5135593220338983,1.7825697608107778e-05,1.5585168452564693e-05,-4.244308608273665e-14
SNP14390,0.5135593220338983,1.9666368049608234e-05,1.0232150300742036e-05,-1.2126596023639043e-13
SNP3328,0.5135593220338983,2.0231987655279226e-05,1.4078704925237909e-05,-4.8506384094556176e-14
SNP6488,0.5135593220338983,1.7637701730564004e-05,9.873447335497482e-06,1.0307606620093186e-13
SNP10164,0.5135593220338983,1.68379012090251e-05,6.953879569270088e-06,5.456968210637569e-14
SNP6881,0.5135593220338983,1.9646803263337157e-05,1.3695809436401623e-05,4.395891058569153e-13
SNP3871,0.5135593220338983,8.54371414485892e-06,7.153203582369113e-06,-2.4859521848460037e-13
SNP12098,0.5135593220338983,1.6529255598243255e-05,1.500926937151011e-05,4.687687275387967e-13
SNP1282,0.5135593220338983,1.759720287016838e-05,1.575318867387345e-05,3.869142043792332e-13
SNP6812,0.5135593220338983,1.838654176632796e-05,6.674622263500141e-06,1.5764574830730757e-13
SNP2315,0.5135593220338983,9.751270148020316e-06,9.751511814533867e-06,2.0008883439004421e-13
SNP6863,0.5135593220338983,1.816340454145878e-05,7.741240682780324e-06,1.3339255626002948e-13
SNP13000,0.5135593220338983,1.933997353868714e-05,9.83161298219529e-06,-1.940255363782247e-13
SNP11305,0.5135593220338983,1.2605392694240436e-05,1.0062674910029076e-05,-1.940255363782247e-13
SNP2879,0.5135593220338983,1.8871662353679614e-05,1.0065310387570756e-05,1.2732925824820997e-13
SNP3225,0.5135593220338983,1.4901302511134418e-05,8.93822195433451e-06,1.8796223836640517e-13
SNP5117,0.5135593220338983,1.6836976874401445e-05,1.4894658646254919e-05,-3.9714601977417865e-13
SNP4746,0.5135593220338983,1.708243686152855e-05,1.3338019194596987e-05,7.882287415365378e-13
SNP2608,0.5152542372881356,1.7956863298043877e-05,1.6798327643551712e-05,-3.5887145107456794e-13
SNP965,0.5152542372881356,2.0399112654558847e-05,8.260856067328857e-06,-4.0017766878008843e-13
SNP11646,0.5152542372881356,1.1889145022602558e-05,6.505671955313913e-06,-6.972792713592449e-14
SNP9229,0.5152542372881356,1.0691029143951407e-05,9.642654825054617e-06,1.9705718538413446e-13
SNP12378,0.5152542372881356,1.7805186777953472e-05,1.6319591895239348e-05,-1.1785535510474195e-13
SNP9420,0.5152542372881356,1.9527040282506885e-05,1.4984165593631696e-05,-7.882287415365378e-14
SNP3037,0.5152542372881356,2.0766055883238247e-05,1.0302861076698121e-05,-2.7891170854369797e-13
SNP8669,0.5152542372881356,2.0560096842624868e-05,1.0247887665282003e-05,-2.1827872842550277e-13
SNP8545,0.5152542372881356,1.8846644305388812e-05,1.7161086633413023e-05,2.167629039225479e-13
SNP11808,0.5152542372881356,1.9374238321082278e-05,8.236170238184505e-06,-7.457856554538011e-13
SNP10711,0.5152542372881356,9.584406161593506e-06,8.002060507889856e-06,3.031649005909761e-14
SNP1144,0.5152542372881356,1.9751315218551705e-05,9.831024027009474e-06,0.0
SNP7982,0.5152542372881356,1.8199590983082695e-05,1.3897248509803059e-05,3.0316490059097606e-13
SNP14498,0.5152542372881356,1.826493746799921e-05,1.2951005462782941e-05,-5.881399071464935e-13
SNP6601,0.5152542372881356,1.7962374243628195e-05,1.237359155402215e-05,6.366462912410498e-14
SNP8209,0.5152542372881356,1.6606624411300192e-05,1.3167930138246448e-05,-2.41016095969826e-13
SNP2958,0.5152542372881356,1.946475651190364e-05,1.5836867789717318e-05,3.486396356796225e-13
SNP2308,0.5152542372881356,2.162476673523391e-05,1.1698657966473345e-05,-4.3049415883918603e-13
SNP13116,0.5152542372881356,1.8768935691089914e-05,1.3344792455743642e-05,4.547473508864641e-13
SNP11043,0.5152542372881356,1.9986479834794106e-05,1.3061638416005635e-05,3.334813906500737e-14
SNP8560,0.5152542372881356,1.020741455552828e-05,1.0739730469026199e-05,-6.063298011819522e-15
SNP12282,0.5152542372881356,2.2447269123707278e-05,1.3424604114150925e-05,3.880510727564494e-13
SNP12793,0.5152542372881356,1.876586772292891e-05,9.990516851070214e-06,-1.8189894035458565e-14
SNP12971,0.5152542372881356,1.7393343369273377e-05,1.790381051388364e-05,1.6939338820520788e-13
SNP817,0.5152542372881356,8.894418970157858e-06,1.009280595005842e-05,-1.5764574830730757e-13
SNP10782,0.5152542372881356,1.558088582896744e-05,8.074032166802505e-06,-1.1520266222457092e-13
SNP5609,0.5169491525423728,1.2027626492757312e-05,7.040831226021495e-06,5.760133111228546e-14
SNP3274,0.5169491525423728,1.7931496046609633e-05,8.745537465916816e-06,1.0307606620093186e-13
SNP3928,0.5169491525423728,1.8129871338411856e-05,1.075787361690855e-05,3.880510727564494e-13
SNP12931,0.5169491525423728,1.470060692857563e-05,1.167109927266882e-05,-3.637978807091713e-14
SNP6859,0.5169491525423728,1.7259912195489353e-05,9.17799598288995e-06,-2.9710160257915655e-13
SNP9078,0.5169491525423728,1.9877906124747826e-05,8.212320599915424e-06,-2.5465851649641993e-13
SNP8806,0.5169491525423728,2.1793263337409976e-05,9.984253178348472e-06,-1.1520266222457092e-13
SNP12245,0.5169491525423728,1.7963928486703176e-05,1.515195064433634e-05,-3.774403012357652e-13
SNP13558,0.5169491525423728,6.176395298401379e-06,6.398419230993677e-06,-5.3053857603420815e-14
SNP10210,0.5169491525423728,2.0403097575278177e-05,9.985411744699676e-06,8.48861721654733e-14
SNP8120,0.5169491525423728,1.7877569759245187e-05,1.0674336975835102e-05,-1.3339255626002948e-13
SNP6623,0.5169491525423728,1.6443929707747886e-05,7.748854764193481e-06,0.0
SNP9303,0.5169491525423728,1.5920621500905932e-05,1.2932973191668239e-05,-8.943364567433794e-14
SNP2188,0.5169491525423728,1.0953889626155918e-05,1.0670449287038564e-05,-4.8506384094556176e-14
SNP8404,0.5169491525423728,2.1283517859653027e-05,1.2834733165334432e-05,-5.456968210637569e-14
SNP5437,0.5169491525423728,1.9512638694626124e-05,7.849088233147416e-06,1.0913936421275138e-13
SNP9835,0.5169491525423728,1.0846365573039899e-05,1.3023387641389996e-05,-4.8506384094556176e-14
SNP3472,0.5169491525423728,5.934600502162842e-06,5.140912320272704e-06,1.6674069532503684e-14
SNP3215,0.5169491525423728,1.4965622904128395e-05,9.041642926897492e-06,-2.6678511252005895e-13
SNP9894,0.5169491525423728,9.219783717829463e-06,8.290030703441758e-06,1.3642420526593923e-13
SNP12727,0.5169491525423728,1.755792065523565e-05,1.1268739615332705e-05,2.1827872842550277e-13
SNP3220,0.5169491525423728,1.6964477332900666e-05,9.532598268803548e-06,-2.1221543041368326e-13
SNP14987,0.5169491525423728,9.746863327867079e-06,1.012412650105016e-05,-2.091837814077735e-13
SNP14240,0.5169491525423728,1.9930170395430954e-05,1.2562256042117146e-05,1.5764574830730757e-13
SNP183,0.5169491525423728,1.7325851622445043e-05,7.2097510179595025e-06,1.8189894035458566e-13
SNP4921,0.5169491525423728,2.0937367571605138e-05,9.035357682541975e-06,2.0008883439004421e-13
SNP2979,0.5186440677966102,1.1286683547950816e-05,1.1008650286447e-05,2.0615213240186372e-13
SNP12300,0.5186440677966102,1.7321955820079893e-05,1.4038062426712867e-05,3.637978807091713e-13
SNP1468,0.5186440677966102,1.5842252590421898e-05,1.2000692287837616e-05,0.0
SNP9298,0.5186440677966102,1.9511940775676823e-05,1.562083144496703e-05,2.1524707941959301e-13
SNP12111,0.5186440677966102,1.7372949735848426e-05,1.2679429631502209e-05,3.8501942375053963e-13
SNP5964,0.5186440677966102,1.7642941547819645e-05,8.457758573264722e-06,2.7284841053187846e-13
SNP7420,0.5186440677966102,2.0129607649626752e-05,9.851564782130154e-06,-4.547473508864641e-13
SNP6027,0.5186440677966102,1.82786193196686e-05,1.6303178015080046e-05,7.124375163887938e-14
SNP2314,0.5186440677966102,1.8338889675154253e-05,1.6837024333179384e-05,-6.214880462115009e-14
SNP9151,0.5186440677966102,1.9144255372035938e-05,6.0140610306121685e-06,4.8506384094556176e-14
SNP11599,0.5186440677966102,1.9207902427827626e-05,1.9430334476075396e-05,-1.0724458358405779e-13
SNP3144,0.5186440677966102,1.9465899713395627e-05,7.898054777610634e-06,-1.3339255626002948e-13
SNP14048,0.5186440677966102,2.1535201770651232e-05,9.69511822550264e-06,-1.3945585427184899e-13
SNP14490,0.5186440677966102,2.1173563169819923e-05,7.596055318791936e-06,-4.1230426480372745e-13
SNP4951,0.5186440677966102,1.701518777660264e-05,1.564583091173529e-05,3.312076538956414e-13
SNP885,0.5186440677966102,1.771955515020333e-05,1.4473507082223967e-05,-6.669627813001474e-14
SNP12959,0.5186440677966102,2.2164656863121004e-05,1.441843939719009e-05,-4.3655745685100554e-13
SNP13909,0.5186440677966102,1.9553804498476287e-05,1.38971942661206e-05,2.4253192047278088e-14
SNP9427,0.5186440677966102,1.182375761042446e-05,1.4043278965004862e-05,-1.8493058936049541e-13
SNP13573,0.5186440677966102,2.013335046285647e-05,1.0574398704357997e-05,-1.0307606620093186e-13
SNP14847,0.5186440677966102,1.7281855246740936e-05,9.636483695436655e-06,3.2135479462643464e-13
SNP11088,0.5186440677966102,1.338828607913456e-05,1.2217000443227969e-05,1.0307606620093186e-13
SNP5932,0.5186440677966102,1.7069785099010914e-05,1.0018095658133312e-05,-4.850638409455617e-13
SNP6268,0.5186440677966102,1.8821860603566165e-05,1.38663836317643e-05,2.4556356947869064e-13
SNP8774,0.5186440677966102,1.8070413073777066e-05,9.207830414882196e-06,-3.637978807091713e-14
SNP9419,0.5186440677966102,2.1226821566718475e-05,9.151704434541199e-06,1.5764574830730757e-13
SNP3183,0.5186440677966102,1.3410466041629357e-05,1.0181554720824738e-05,-1.5764574830730757e-13
SNP4174,0.5186440677966102,1.348733158010873e-05,8.139625895283624e-06,3.092281986027956e-13
SNP13683,0.5186440677966102,2.086438184051076e-05,1.0558178875241269e-05,1.8189894035458566e-13
SNP9981,0.5186440677966102,1.4945288627738289e-05,8.063601892595178e-06,-2.5465851649641993e-13
SNP14754,0.5186440677966102,1.7519912183464234e-05,1.0762433360898471e-05,-1.5158245029548804e-14
SNP1324,0.5186440677966102,1.9916212125584327e-05,1.735265666000068e-05,-3.2741809263825415e-13
SNP12054,0.5203389830508475,1.628563485307192e-05,9.018866404042125e-06,-1.0307606620093186e-13
SNP10941,0.5203389830508475,1.8455482941135415e-05,1.2860961069412235e-05,8.791782117138306e-14
SNP9066,0.5203389830508475,1.6786524171645092e-05,1.2395234668050887e-05,-3.789561257387201e-13
SNP5033,0.5203389830508475,1.9372745495426594e-05,1.6687039240857232e-05,-2.432898327242583e-13
SNP1285,0.5203389830508475,1.62714200996561e-05,7.71001053754411e-06,-3.880510727564494e-13
SNP5404,0.5203389830508475,1.709935086182668e-05,7.565575065460871e-06,6.063298011819522e-15
SNP7620,0.5203389830508475,9.356321649344561e-06,8.669004318504246e-06,1.2732925824820997e-13
SNP1111,0.5203389830508475,1.734137556316758e-05,8.370246080927631e-06,2.1221543041368326e-13
SNP8902,0.5203389830508475,2.1954751124818966e-05,1.0578728021666677e-05,-3.0316490059097606e-13
SNP7117,0.5203389830508475,1.92553425282919e-05,8.060059362471873e-06,1.2732925824820997e-13
SNP7262,0.5203389830508475,2.0106406991544646e-05,1.141888313966212e-05,3.2741809263825415e-13
SNP4860,0.5203389830508475,1.9516140509949766e-05,8.75762788110557e-06,4.244308608273665e-14
SNP455,0.5203389830508475,2.1718148861206525e-05,1.4691341834633688e-05,-3.031649005909761e-14
SNP4051,0.5203389830508475,2.0482729135740857e-05,9.032891532698602e-06,-7.033425693710645e-13
SNP8549,0.5203389830508475,1.955015082482229e-05,1.695192992944e-05,3.6076623170326154e-13
SNP3767,0.5203389830508475,1.821750266875218e-05,8.154058718318944e-06,-3.637978807091713e-14
SNP915,0.5203389830508475,1.8986608853689783e-05,1.0095027821759102e-05,-3.4560798667371273e-13
SNP11331,0.5203389830508475,1.903427667154271e-05,1.1187282828614683e-05,-2.1221543041368326e-13
SNP9651,0.5203389830508475,1.3428546917566564e-05,9.383796276856968e-06,6.063298011819522e-14
SNP10261,0.5203389830508475,1.6500388646818464e-05,8.683986601655287e-06,5.456968210637569e-14
SNP12983,0.5203389830508475,1.3645688244044625e-05,7.4300924075717094e-06,-1.5764574830730757e-13
SNP2093,0.5203389830508475,1.3132113175136813e-05,6.622389344260909e-06,3.637978807091713e-14
SNP745,0.5203389830508475,1.892643881243809e-05,1.029949148834685e-05,4.8506384094556176e-14
SNP2106,0.5203389830508475,1.749609557009535e-05,1.0000914111792544e-05,4.0017766878008843e-13
SNP9476,0.5203389830508475,1.897458534889059e-05,1.3897983101058413e-05,-6.972792713592449e-14
SNP7876,0.5203389830508475,2.129222798733584e-05,9.21475228632187e-06,1.8189894035458566e-13
SNP4463,0.5203389830508475,1.4725092781494216e-05,1.2097333603069868e-05,-1.0913936421275138e-13
SNP11249,0.5203389830508475,1.0567212872653423e-05,1.2365164481989582e-05,6.063298011819522e-14
SNP5462,0.5220338983050847,1.865155696881023e-05,1.3308148978447514e-05,4.5474735088646414e-14
SNP2482,0.5220338983050847,1.5647607266373598e-05,1.6632776166623153e-05,-2.398792275926098e-13
SNP10439,0.5220338983050847,7.126797930444203e-06,7.4070113283622506e-06,4.244308608273665e-14
SNP11551,0.5220338983050847,1.9440066729051372e-05,1.0170634398451043e-05,2.6678511252005895e-13
SNP4694,0.5220338983050847,2.0577237507192573e-05,1.0464595832596397e-05,6.063298011819522e-14
SNP1533,0.5220338983050847,1.6426757603464164e-05,1.2955049196342935e-05,-2.379844469639162e-13
SNP4245,0.5220338983050847,1.5904193987807956e-05,1.0675946161692208e-05,-2.6072181450823944e-13
SNP4820,0.5220338983050847,1.987686866414151e-05,1.0961640825674084e-05,3.941143707682689e-13
SNP2781,0.5220338983050847,1.7424133420718136e-05,7.203645849059733e-06,4.244308608273665e-14
SNP3189,0.5220338983050847,2.0198077836539598e-05,9.346492429825513e-06,-2.4253192047278086e-13
SNP13357,0.5220338983050847,1.6258490328861324e-05,9.395016183913138e-06,-5.456968210637569e-14
SNP8820,0.5220338983050847,7.901383545079929e-06,9.974077920869579e-06,-1.7886729134867588e-13
SNP2328,0.5220338983050847,6.698751879715322e-06,8.567456919271124e-06,-3.941143707682689e-14
SNP5713,0.5220338983050847,1.5909946844961573e-05,7.612814470509445e-06,3.031649005909761e-14
SNP10510,0.5220338983050847,1.9288582443550694e-05,8.505524955382013e-06,1.2126596023639044e-14
SNP7869,0.5220338983050847,1.9459809779315642e-05,1.1187533200328889e-05,1.6370904631912708e-13
SNP11209,0.5220338983050847,1.8286501763213892e-05,8.115624517524776e-06,-2.4253192047278088e-14
SNP10601,0.5220338983050847,1.9614600478234934e-05,1.4847781923973526e-05,5.275069270282983e-13
SNP6607,0.5220338983050847,1.2152574272477069e-05,8.732884484679115e-06,1.2126596023639043e-13
SNP11422,0.5220338983050847,1.9805978281510763e-05,1.2306093182330943e-05,-4.0624096679190794e-13
SNP7094,0.5220338983050847,1.761760845814327e-05,8.018753258590033e-06,6.063298011819522e-15
SNP3140,0.5220338983050847,2.1889333559859855e-05,1.0182166986505827e-05,-3.637978807091713e-13
SNP4475,0.5220338983050847,1.788371593647753e-05,1.1937026187923979e-05,-5.456968210637569e-14
SNP2982,0.5220338983050847,2.0578179367779132e-05,9.022957552168868e-06,-1.940255363782247e-13
SNP1423,0.5220338983050847,8.836831669517172e-06,5.876812831784432e-06,1.2126596023639043e-13
